符合要求的点：行数=20, x=407808054631, y=-739764726162, 中心：x=407785029540,-739791871940, 当前找到=1
符合要求的点：行数=174576, x=407803502833, y=-739767949667, 中心：x=407785029540,-739791871940, 当前找到=93
符合要求的点：行数=174588, x=407808054631, y=-739764726162, 中心：x=407785029540,-739791871940, 当前找到=94
符合要求的点：行数=174589, x=407789926243, y=-739776083528, 中心：x=407785029540,-739791871940, 当前找到=95
符合要求的点：行数=174593, x=407781114167, y=-739802403833, 中心：x=407785029540,-739791871940, 当前找到=96
符合要求的点：行数=174619, x=407763720780, y=-739795239984, 中心：x=407785029540,-739791871940, 当前找到=97
符合要求的点：行数=174626, x=407779335586, y=-739782053232, 中心：x=407785029540,-739791871940, 当前找到=98
符合要求的点：行数=174627, x=407789205667, y=-739783317833, 中心：x=407785029540,-739791871940, 当前找到=99
符合要求的点：行数=174628, x=407808826413, y=-739815795422, 中心：x=407785029540,-739791871940, 当前找到=100
符合要求的点：行数=174629, x=407808054631, y=-739764726162, 中心：x=407785029540,-739791871940, 当前找到=101
符合要求的点：行数=174649, x=407808054631, y=-739764726162, 中心：x=407785029540,-739791871940, 当前找到=102
符合要求的点：行数=174653, x=407805553011, y=-739802221347, 中心：x=407785029540,-739791871940, 当前找到=103
符合要求的点：行数=174659, x=407808826413, y=-739815795422, 中心：x=407785029540,-739791871940, 当前找到=104
符合要求的点：行数=174665, x=407779335586, y=-739782053232, 中心：x=407785029540,-739791871940, 当前找到=105
符合要求的点：行数=174691, x=407794357018, y=-739772464081, 中心：x=407785029540,-739791871940, 当前找到=106
符合要求的点：行数=174692, x=407781114167, y=-739802403833, 中心：x=407785029540,-739791871940, 当前找到=107
符合要求的点：行数=174693, x=407805553011, y=-739802221347, 中心：x=407785029540,-739791871940, 当前找到=108
符合要求的点：行数=174694, x=407789044144, y=-739812308550, 中心：x=407785029540,-739791871940, 当前找到=109
符合要求的点：行数=174695, x=407789205667, y=-739783317833, 中心：x=407785029540,-739791871940, 当前找到=110
符合要求的点：行数=174701, x=407808054631, y=-739764726162, 中心：x=407785029540,-739791871940, 当前找到=111
符合要求的点：行数=174702, x=407808826413, y=-739815795422, 中心：x=407785029540,-739791871940, 当前找到=112
符合要求的点：行数=174707, x=407779335586, y=-739782053232, 中心：x=407785029540,-739791871940, 当前找到=113
符合要求的点：行数=174731, x=407789205667, y=-739783317833, 中心：x=407785029540,-739791871940, 当前找到=114
符合要求的点：行数=174732, x=407799727454, y=-739771029353, 中心：x=407785029540,-739791871940, 当前找到=115
符合要求的点：行数=174757, x=407799727454, y=-739771029353, 中心：x=407785029540,-739791871940, 当前找到=116
符合要求的点：行数=174759, x=407808054631, y=-739764726162, 中心：x=407785029540,-739791871940, 当前找到=117
符合要求的点：行数=174766, x=407789044144, y=-739812308550, 中心：x=407785029540,-739791871940, 当前找到=118
符合要求的点：行数=174776, x=407779335586, y=-739782053232, 中心：x=407785029540,-739791871940, 当前找到=119
符合要求的点：行数=174778, x=407787462833, y=-739774285667, 中心：x=407785029540,-739791871940, 当前找到=120
符合要求的点：行数=174785, x=407805553011, y=-739802221347, 中心：x=407785029540,-739791871940, 当前找到=121
符合要求的点：行数=174789, x=407808054631, y=-739764726162, 中心：x=407785029540,-739791871940, 当前找到=122
符合要求的点：行数=174793, x=407794357018, y=-739772464081, 中心：x=407785029540,-739791871940, 当前找到=123
符合要求的点：行数=174794, x=407789044144, y=-739812308550, 中心：x=407785029540,-739791871940, 当前找到=124
符合要求的点：行数=174800, x=407799727454, y=-739771029353, 中心：x=407785029540,-739791871940, 当前找到=125
符合要求的点：行数=174801, x=407808054631, y=-739764726162, 中心：x=407785029540,-739791871940, 当前找到=126
符合要求的点：行数=174803, x=407799727454, y=-739771029353, 中心：x=407785029540,-739791871940, 当前找到=127
符合要求的点：行数=174810, x=407808054631, y=-739764726162, 中心：x=407785029540,-739791871940, 当前找到=128
符合要求的点：行数=174816, x=407779335586, y=-739782053232, 中心：x=407785029540,-739791871940, 当前找到=129
符合要求的点：行数=174817, x=407777018167, y=-739781383333, 中心：x=407785029540,-739791871940, 当前找到=130
符合要求的点：行数=174821, x=407807359198, y=-739766040504, 中心：x=407785029540,-739791871940, 当前找到=131
符合要求的点：行数=174828, x=407793166446, y=-739812720604, 中心：x=407785029540,-739791871940, 当前找到=132
符合要求的点：行数=174830, x=407789044144, y=-739812308550, 中心：x=407785029540,-739791871940, 当前找到=133
符合要求的点：行数=174840, x=407799727454, y=-739771029353, 中心：x=407785029540,-739791871940, 当前找到=134
符合要求的点：行数=174841, x=407805553011, y=-739802221347, 中心：x=407785029540,-739791871940, 当前找到=135
符合要求的点：行数=174846, x=407789205667, y=-739783317833, 中心：x=407785029540,-739791871940, 当前找到=136
符合要求的点：行数=174847, x=407778997333, y=-739799544333, 中心：x=407785029540,-739791871940, 当前找到=137
符合要求的点：行数=174848, x=407779868167, y=-739804202167, 中心：x=407785029540,-739791871940, 当前找到=138
符合要求的点：行数=174851, x=407808054631, y=-739764726162, 中心：x=407785029540,-739791871940, 当前找到=139
符合要求的点：行数=174853, x=407794464849, y=-739775176253, 中心：x=407785029540,-739791871940, 当前找到=140
符合要求的点：行数=174862, x=407789205667, y=-739783317833, 中心：x=407785029540,-739791871940, 当前找到=141
符合要求的点：行数=174863, x=407761168574, y=-739798507640, 中心：x=407785029540,-739791871940, 当前找到=142
符合要求的点：行数=174864, x=407794357018, y=-739772464081, 中心：x=407785029540,-739791871940, 当前找到=143
符合要求的点：行数=174881, x=407779335586, y=-739782053232, 中心：x=407785029540,-739791871940, 当前找到=144
符合要求的点：行数=174887, x=407787462833, y=-739774285667, 中心：x=407785029540,-739791871940, 当前找到=145
符合要求的点：行数=174893, x=407799727454, y=-739771029353, 中心：x=407785029540,-739791871940, 当前找到=146
符合要求的点：行数=174894, x=407789926243, y=-739776083528, 中心：x=407785029540,-739791871940, 当前找到=147
符合要求的点：行数=174895, x=407789205667, y=-739783317833, 中心：x=407785029540,-739791871940, 当前找到=148
符合要求的点：行数=174896, x=407799727454, y=-739771029353, 中心：x=407785029540,-739791871940, 当前找到=149
符合要求的点：行数=174907, x=407808054631, y=-739764726162, 中心：x=407785029540,-739791871940, 当前找到=150
符合要求的点：行数=174915, x=407794357018, y=-739772464081, 中心：x=407785029540,-739791871940, 当前找到=151
符合要求的点：行数=174917, x=407763720780, y=-739795239984, 中心：x=407785029540,-739791871940, 当前找到=152
符合要求的点：行数=174935, x=407763720780, y=-739795239984, 中心：x=407785029540,-739791871940, 当前找到=153
符合要求的点：行数=174936, x=407794357018, y=-739772464081, 中心：x=407785029540,-739791871940, 当前找到=154
符合要求的点：行数=174944, x=407799727454, y=-739771029353, 中心：x=407785029540,-739791871940, 当前找到=155
符合要求的点：行数=174956, x=407808054631, y=-739764726162, 中心：x=407785029540,-739791871940, 当前找到=156
符合要求的点：行数=174962, x=407783280372, y=-739777223611, 中心：x=407785029540,-739791871940, 当前找到=157
符合要求的点：行数=174972, x=407789205667, y=-739783317833, 中心：x=407785029540,-739791871940, 当前找到=158
符合要求的点：行数=174981, x=407763720780, y=-739795239984, 中心：x=407785029540,-739791871940, 当前找到=159
符合要求的点：行数=174982, x=407808054631, y=-739764726162, 中心：x=407785029540,-739791871940, 当前找到=160
符合要求的点：行数=174991, x=407771801764, y=-739783515446, 中心：x=407785029540,-739791871940, 当前找到=161
符合要求的点：行数=174992, x=407794464849, y=-739775176253, 中心：x=407785029540,-739791871940, 当前找到=162
符合要求的点：行数=174994, x=407808054631, y=-739764726162, 中心：x=407785029540,-739791871940, 当前找到=163
符合要求的点：行数=174998, x=407794464849, y=-739775176253, 中心：x=407785029540,-739791871940, 当前找到=164
符合要求的点：行数=175011, x=407763720780, y=-739795239984, 中心：x=407785029540,-739791871940, 当前找到=165
符合要求的点：行数=175014, x=407794464849, y=-739775176253, 中心：x=407785029540,-739791871940, 当前找到=166
符合要求的点：行数=175035, x=407763720780, y=-739795239984, 中心：x=407785029540,-739791871940, 当前找到=167
符合要求的点：行数=175039, x=407799727454, y=-739771029353, 中心：x=407785029540,-739791871940, 当前找到=168
符合要求的点：行数=175040, x=407808054631, y=-739764726162, 中心：x=407785029540,-739791871940, 当前找到=169
符合要求的点：行数=175041, x=407805553011, y=-739802221347, 中心：x=407785029540,-739791871940, 当前找到=170
符合要求的点：行数=175053, x=407779335586, y=-739782053232, 中心：x=407785029540,-739791871940, 当前找到=171
符合要求的点：行数=175063, x=407763720780, y=-739795239984, 中心：x=407785029540,-739791871940, 当前找到=172
符合要求的点：行数=175064, x=407761168574, y=-739798507640, 中心：x=407785029540,-739791871940, 当前找到=173
符合要求的点：行数=175073, x=407779335586, y=-739782053232, 中心：x=407785029540,-739791871940, 当前找到=174
符合要求的点：行数=175075, x=407808054631, y=-739764726162, 中心：x=407785029540,-739791871940, 当前找到=175
符合要求的点：行数=175096, x=407775548664, y=-739791950151, 中心：x=407785029540,-739791871940, 当前找到=176
符合要求的点：行数=175098, x=407779335586, y=-739782053232, 中心：x=407785029540,-739791871940, 当前找到=177
符合要求的点：行数=175099, x=407789205667, y=-739783317833, 中心：x=407785029540,-739791871940, 当前找到=178
符合要求的点：行数=175103, x=407786281891, y=-739774274826, 中心：x=407785029540,-739791871940, 当前找到=179
符合要求的点：行数=175111, x=407791684521, y=-739816117287, 中心：x=407785029540,-739791871940, 当前找到=180
符合要求的点：行数=175112, x=407799727454, y=-739771029353, 中心：x=407785029540,-739791871940, 当前找到=181
符合要求的点：行数=175113, x=407808054631, y=-739764726162, 中心：x=407785029540,-739791871940, 当前找到=182
符合要求的点：行数=175119, x=407779335586, y=-739782053232, 中心：x=407785029540,-739791871940, 当前找到=183
符合要求的点：行数=175130, x=407789340422, y=-739813238092, 中心：x=407785029540,-739791871940, 当前找到=184
符合要求的点：行数=175133, x=407779335586, y=-739782053232, 中心：x=407785029540,-739791871940, 当前找到=185
符合要求的点：行数=175145, x=407793761992, y=-739775057333, 中心：x=407785029540,-739791871940, 当前找到=186
符合要求的点：行数=175150, x=407791953833, y=-739783520167, 中心：x=407785029540,-739791871940, 当前找到=187
符合要求的点：行数=175163, x=407761168574, y=-739798507640, 中心：x=407785029540,-739791871940, 当前找到=188
符合要求的点：行数=175178, x=407763720780, y=-739795239984, 中心：x=407785029540,-739791871940, 当前找到=189
符合要求的点：行数=175179, x=407775548664, y=-739791950151, 中心：x=407785029540,-739791871940, 当前找到=190
符合要求的点：行数=175186, x=407763720780, y=-739795239984, 中心：x=407785029540,-739791871940, 当前找到=191
符合要求的点：行数=175187, x=407807359198, y=-739766040504, 中心：x=407785029540,-739791871940, 当前找到=192
符合要求的点：行数=175198, x=407779335586, y=-739782053232, 中心：x=407785029540,-739791871940, 当前找到=193
符合要求的点：行数=175201, x=407793761992, y=-739775057333, 中心：x=407785029540,-739791871940, 当前找到=194
符合要求的点：行数=175229, x=407799727454, y=-739771029353, 中心：x=407785029540,-739791871940, 当前找到=195
符合要求的点：行数=175230, x=407808826413, y=-739815795422, 中心：x=407785029540,-739791871940, 当前找到=196
符合要求的点：行数=175231, x=407809616220, y=-739813511527, 中心：x=407785029540,-739791871940, 当前找到=197
符合要求的点：行数=175232, x=407808826413, y=-739815795422, 中心：x=407785029540,-739791871940, 当前找到=198
符合要求的点：行数=175254, x=407779335586, y=-739782053232, 中心：x=407785029540,-739791871940, 当前找到=199
符合要求的点：行数=175262, x=407808054631, y=-739764726162, 中心：x=407785029540,-739791871940, 当前找到=200
符合要求的点：行数=175263, x=407808826413, y=-739815795422, 中心：x=407785029540,-739791871940, 当前找到=201
符合要求的点：行数=175275, x=407805553011, y=-739802221347, 中心：x=407785029540,-739791871940, 当前找到=202
符合要求的点：行数=175291, x=407775548664, y=-739791950151, 中心：x=407785029540,-739791871940, 当前找到=203
符合要求的点：行数=175303, x=407808054631, y=-739764726162, 中心：x=407785029540,-739791871940, 当前找到=204
符合要求的点：行数=181156, x=407808054631, y=-739764726162, 中心：x=407785029540,-739791871940, 当前找到=205
符合要求的点：行数=185229, x=407803502833, y=-739767949667, 中心：x=407785029540,-739791871940, 当前找到=206
符合要求的点：行数=187131, x=407808054631, y=-739764726162, 中心：x=407785029540,-739791871940, 当前找到=207
符合要求的点：行数=188622, x=407794464849, y=-739775176253, 中心：x=407785029540,-739791871940, 当前找到=208
符合要求的点：行数=201104, x=407808054631, y=-739764726162, 中心：x=407785029540,-739791871940, 当前找到=209
符合要求的点：行数=201161, x=407804948361, y=-739804192142, 中心：x=407785029540,-739791871940, 当前找到=210
符合要求的点：行数=201179, x=407758739976, y=-739800614119, 中心：x=407785029540,-739791871940, 当前找到=211
符合要求的点：行数=203350, x=407808826413, y=-739815795422, 中心：x=407785029540,-739791871940, 当前找到=212
符合要求的点：行数=217493, x=407779868167, y=-739804202167, 中心：x=407785029540,-739791871940, 当前找到=213
符合要求的点：行数=217495, x=407789340422, y=-739813238092, 中心：x=407785029540,-739791871940, 当前找到=214
符合要求的点：行数=217874, x=407805936049, y=-739806330095, 中心：x=407785029540,-739791871940, 当前找到=215
符合要求的点：行数=223456, x=407758130628, y=-739803242683, 中心：x=407785029540,-739791871940, 当前找到=216
符合要求的点：行数=227286, x=407808054631, y=-739764726162, 中心：x=407785029540,-739791871940, 当前找到=217
符合要求的点：行数=227287, x=407789926243, y=-739776083528, 中心：x=407785029540,-739791871940, 当前找到=218
符合要求的点：行数=227288, x=407802245929, y=-739819014072, 中心：x=407785029540,-739791871940, 当前找到=219
符合要求的点：行数=227291, x=407787053698, y=-739819121360, 中心：x=407785029540,-739791871940, 当前找到=220
符合要求的点：行数=227292, x=407791684521, y=-739816117287, 中心：x=407785029540,-739791871940, 当前找到=221
符合要求的点：行数=229673, x=407786859331, y=-739816730213, 中心：x=407785029540,-739791871940, 当前找到=222
符合要求的点：行数=232078, x=407766468648, y=-739793087276, 中心：x=407785029540,-739791871940, 当前找到=223
符合要求的点：行数=232135, x=407808054631, y=-739764726162, 中心：x=407785029540,-739791871940, 当前找到=224
符合要求的点：行数=234908, x=407789340422, y=-739813238092, 中心：x=407785029540,-739791871940, 当前找到=225
符合要求的点：行数=234914, x=407808196801, y=-739811262488, 中心：x=407785029540,-739791871940, 当前找到=226
符合要求的点：行数=234922, x=407808826413, y=-739815795422, 中心：x=407785029540,-739791871940, 当前找到=227
符合要求的点：行数=238738, x=407808054631, y=-739764726162, 中心：x=407785029540,-739791871940, 当前找到=228
符合要求的点：行数=252278, x=407791684521, y=-739816117287, 中心：x=407785029540,-739791871940, 当前找到=229
符合要求的点：行数=252279, x=407808420213, y=-739815688133, 中心：x=407785029540,-739791871940, 当前找到=230
符合要求的点：行数=252281, x=407808054631, y=-739764726162, 中心：x=407785029540,-739791871940, 当前找到=231
符合要求的点：行数=252326, x=407774905768, y=-739791161510, 中心：x=407785029540,-739791871940, 当前找到=232
符合要求的点：行数=252379, x=407809616220, y=-739813511527, 中心：x=407785029540,-739791871940, 当前找到=233
符合要求的点：行数=252380, x=407808420213, y=-739815688133, 中心：x=407785029540,-739791871940, 当前找到=234
符合要求的点：行数=252403, x=407782222833, y=-739785431332, 中心：x=407785029540,-739791871940, 当前找到=235
符合要求的点：行数=252404, x=407782222833, y=-739785431332, 中心：x=407785029540,-739791871940, 当前找到=236
符合要求的点：行数=252405, x=407774905768, y=-739791161510, 中心：x=407785029540,-739791871940, 当前找到=237
符合要求的点：行数=252406, x=407779868167, y=-739804202167, 中心：x=407785029540,-739791871940, 当前找到=238
符合要求的点：行数=252407, x=407787053698, y=-739819121360, 中心：x=407785029540,-739791871940, 当前找到=239
符合要求的点：行数=252408, x=407791684521, y=-739816117287, 中心：x=407785029540,-739791871940, 当前找到=240
符合要求的点：行数=252409, x=407791684521, y=-739816117287, 中心：x=407785029540,-739791871940, 当前找到=241
符合要求的点：行数=252444, x=407791519420, y=-739768067415, 中心：x=407785029540,-739791871940, 当前找到=242
符合要求的点：行数=252452, x=407786281891, y=-739774274826, 中心：x=407785029540,-739791871940, 当前找到=243
符合要求的点：行数=252453, x=407786281891, y=-739774274826, 中心：x=407785029540,-739791871940, 当前找到=244
符合要求的点：行数=252469, x=407791519420, y=-739768067415, 中心：x=407785029540,-739791871940, 当前找到=245
符合要求的点：行数=252493, x=407791684521, y=-739816117287, 中心：x=407785029540,-739791871940, 当前找到=246
符合要求的点：行数=252497, x=407808826413, y=-739815795422, 中心：x=407785029540,-739791871940, 当前找到=247
符合要求的点：行数=252498, x=407808196801, y=-739811262488, 中心：x=407785029540,-739791871940, 当前找到=248
符合要求的点：行数=252499, x=407808826413, y=-739815795422, 中心：x=407785029540,-739791871940, 当前找到=249
符合要求的点：行数=252500, x=407799727454, y=-739771029353, 中心：x=407785029540,-739791871940, 当前找到=250
符合要求的点：行数=252501, x=407791519420, y=-739768067415, 中心：x=407785029540,-739791871940, 当前找到=251
符合要求的点：行数=252503, x=407791519420, y=-739768067415, 中心：x=407785029540,-739791871940, 当前找到=252
符合要求的点：行数=252660, x=407791519420, y=-739768067415, 中心：x=407785029540,-739791871940, 当前找到=253
符合要求的点：行数=252662, x=407808054631, y=-739764726162, 中心：x=407785029540,-739791871940, 当前找到=254
符合要求的点：行数=252708, x=407805553011, y=-739802221347, 中心：x=407785029540,-739791871940, 当前找到=255
符合要求的点：行数=252709, x=407808420213, y=-739815688133, 中心：x=407785029540,-739791871940, 当前找到=256
符合要求的点：行数=252710, x=407808826413, y=-739815795422, 中心：x=407785029540,-739791871940, 当前找到=257
符合要求的点：行数=252711, x=407803464542, y=-739814186096, 中心：x=407785029540,-739791871940, 当前找到=258
符合要求的点：行数=252718, x=407779728598, y=-739818589235, 中心：x=407785029540,-739791871940, 当前找到=259
符合要求的点：行数=252733, x=407779868167, y=-739804202167, 中心：x=407785029540,-739791871940, 当前找到=260
符合要求的点：行数=252734, x=407782222833, y=-739785431332, 中心：x=407785029540,-739791871940, 当前找到=261
符合要求的点：行数=252735, x=407777324036, y=-739785180923, 中心：x=407785029540,-739791871940, 当前找到=262
符合要求的点：行数=252736, x=407774905768, y=-739791161510, 中心：x=407785029540,-739791871940, 当前找到=263
