符合要求的点：行数=20, x=407808054631, y=-739764726162, 中心：x=407785029540,-739791871940, 当前找到=1
符合要求的点：行数=403, x=407809180092, y=-739810265391, 中心：x=407785029540,-739791871940, 当前找到=2
符合要求的点：行数=511, x=407780635485, y=-739806461334, 中心：x=407785029540,-739791871940, 当前找到=3
符合要求的点：行数=920, x=407807359198, y=-739766040504, 中心：x=407785029540,-739791871940, 当前找到=4
符合要求的点：行数=923, x=407799727454, y=-739771029353, 中心：x=407785029540,-739791871940, 当前找到=5
符合要求的点：行数=924, x=407808054631, y=-739764726162, 中心：x=407785029540,-739791871940, 当前找到=6
符合要求的点：行数=925, x=407803502833, y=-739767949667, 中心：x=407785029540,-739791871940, 当前找到=7
符合要求的点：行数=926, x=407804418897, y=-739769716093, 中心：x=407785029540,-739791871940, 当前找到=8
符合要求的点：行数=1154, x=407808826413, y=-739815795422, 中心：x=407785029540,-739791871940, 当前找到=9
符合要求的点：行数=1155, x=407809616220, y=-739813511527, 中心：x=407785029540,-739791871940, 当前找到=10
符合要求的点：行数=1156, x=407808196801, y=-739811262488, 中心：x=407785029540,-739791871940, 当前找到=11
符合要求的点：行数=1157, x=407793166446, y=-739812720604, 中心：x=407785029540,-739791871940, 当前找到=12
符合要求的点：行数=2403, x=407808054631, y=-739764726162, 中心：x=407785029540,-739791871940, 当前找到=13
符合要求的点：行数=3175, x=407799727454, y=-739771029353, 中心：x=407785029540,-739791871940, 当前找到=14
符合要求的点：行数=3176, x=407808054631, y=-739764726162, 中心：x=407785029540,-739791871940, 当前找到=15
符合要求的点：行数=6585, x=407808054631, y=-739764726162, 中心：x=407785029540,-739791871940, 当前找到=16
符合要求的点：行数=6709, x=407799889937, y=-739804422855, 中心：x=407785029540,-739791871940, 当前找到=17
符合要求的点：行数=8368, x=407779728598, y=-739818589235, 中心：x=407785029540,-739791871940, 当前找到=18
符合要求的点：行数=8369, x=407771801764, y=-739783515446, 中心：x=407785029540,-739791871940, 当前找到=19
符合要求的点：行数=8378, x=407808420213, y=-739815688133, 中心：x=407785029540,-739791871940, 当前找到=20
符合要求的点：行数=8380, x=407761168574, y=-739798507640, 中心：x=407785029540,-739791871940, 当前找到=21
符合要求的点：行数=8381, x=407763720780, y=-739795239984, 中心：x=407785029540,-739791871940, 当前找到=22
符合要求的点：行数=35389, x=407799889937, y=-739804422855, 中心：x=407785029540,-739791871940, 当前找到=23
符合要求的点：行数=39029, x=407785506036, y=-739771154114, 中心：x=407785029540,-739791871940, 当前找到=24
符合要求的点：行数=39057, x=407760943531, y=-739775913363, 中心：x=407785029540,-739791871940, 当前找到=25
符合要求的点：行数=40861, x=407767392647, y=-739818048477, 中心：x=407785029540,-739791871940, 当前找到=26
符合要求的点：行数=40947, x=407770925760, y=-739793211222, 中心：x=407785029540,-739791871940, 当前找到=27
符合要求的点：行数=41012, x=407799727454, y=-739771029353, 中心：x=407785029540,-739791871940, 当前找到=28
符合要求的点：行数=44456, x=407808054631, y=-739764726162, 中心：x=407785029540,-739791871940, 当前找到=29
符合要求的点：行数=57240, x=407786281891, y=-739774274826, 中心：x=407785029540,-739791871940, 当前找到=30
符合要求的点：行数=57241, x=407808826413, y=-739815795422, 中心：x=407785029540,-739791871940, 当前找到=31
符合要求的点：行数=57265, x=407794464849, y=-739775176253, 中心：x=407785029540,-739791871940, 当前找到=32
符合要求的点：行数=57270, x=407786281891, y=-739774274826, 中心：x=407785029540,-739791871940, 当前找到=33
符合要求的点：行数=57298, x=407808054631, y=-739764726162, 中心：x=407785029540,-739791871940, 当前找到=34
符合要求的点：行数=57336, x=407762436671, y=-739818370342, 中心：x=407785029540,-739791871940, 当前找到=35
符合要求的点：行数=62121, x=407808054631, y=-739764726162, 中心：x=407785029540,-739791871940, 当前找到=36
符合要求的点：行数=64764, x=407808054631, y=-739764726162, 中心：x=407785029540,-739791871940, 当前找到=37
符合要求的点：行数=64847, x=407767042747, y=-739790779898, 中心：x=407785029540,-739791871940, 当前找到=38
符合要求的点：行数=64876, x=407800864832, y=-739807212353, 中心：x=407785029540,-739791871940, 当前找到=39
符合要求的点：行数=90648, x=407808826413, y=-739815795422, 中心：x=407785029540,-739791871940, 当前找到=40
符合要求的点：行数=90657, x=407808826413, y=-739815795422, 中心：x=407785029540,-739791871940, 当前找到=41
符合要求的点：行数=97946, x=407805553011, y=-739802221347, 中心：x=407785029540,-739791871940, 当前找到=42
符合要求的点：行数=101505, x=407758130628, y=-739803242683, 中心：x=407785029540,-739791871940, 当前找到=43
符合要求的点：行数=113315, x=407803981977, y=-739811219849, 中心：x=407785029540,-739791871940, 当前找到=44
符合要求的点：行数=113316, x=407793166446, y=-739812720604, 中心：x=407785029540,-739791871940, 当前找到=45
符合要求的点：行数=113317, x=407805553011, y=-739802221347, 中心：x=407785029540,-739791871940, 当前找到=46
符合要求的点：行数=113318, x=407805258036, y=-739802652597, 中心：x=407785029540,-739791871940, 当前找到=47
符合要求的点：行数=113319, x=407805116892, y=-739805931783, 中心：x=407785029540,-739791871940, 当前找到=48
符合要求的点：行数=113320, x=407804948361, y=-739804192142, 中心：x=407785029540,-739791871940, 当前找到=49
符合要求的点：行数=113321, x=407799889937, y=-739804422855, 中心：x=407785029540,-739791871940, 当前找到=50
符合要求的点：行数=113322, x=407798686849, y=-739808974029, 中心：x=407785029540,-739791871940, 当前找到=51
符合要求的点：行数=113323, x=407800864832, y=-739807212353, 中心：x=407785029540,-739791871940, 当前找到=52
符合要求的点：行数=113324, x=407796867601, y=-739800759535, 中心：x=407785029540,-739791871940, 当前找到=53
符合要求的点：行数=132695, x=407789044144, y=-739812308550, 中心：x=407785029540,-739791871940, 当前找到=54
符合要求的点：行数=132697, x=407786281891, y=-739774274826, 中心：x=407785029540,-739791871940, 当前找到=55
符合要求的点：行数=134093, x=407763720780, y=-739795239984, 中心：x=407785029540,-739791871940, 当前找到=56
符合要求的点：行数=140991, x=407800598780, y=-739804684770, 中心：x=407785029540,-739791871940, 当前找到=57
符合要求的点：行数=141021, x=407769605249, y=-739777827244, 中心：x=407785029540,-739791871940, 当前找到=58
符合要求的点：行数=141152, x=407785185111, y=-739819335937, 中心：x=407785029540,-739791871940, 当前找到=59
符合要求的点：行数=141153, x=407808054631, y=-739764726162, 中心：x=407785029540,-739791871940, 当前找到=60
符合要求的点：行数=141158, x=407766113670, y=-739788869830, 中心：x=407785029540,-739791871940, 当前找到=61
符合要求的点：行数=166357, x=407808054631, y=-739764726162, 中心：x=407785029540,-739791871940, 当前找到=62
符合要求的点：行数=166414, x=407808054631, y=-739764726162, 中心：x=407785029540,-739791871940, 当前找到=63
符合要求的点：行数=166489, x=407808054631, y=-739764726162, 中心：x=407785029540,-739791871940, 当前找到=64
符合要求的点：行数=171578, x=407807359198, y=-739766040504, 中心：x=407785029540,-739791871940, 当前找到=65
符合要求的点：行数=171588, x=407791953833, y=-739783520167, 中心：x=407785029540,-739791871940, 当前找到=66
符合要求的点：行数=174302, x=407791010650, y=-739774454450, 中心：x=407785029540,-739791871940, 当前找到=67
符合要求的点：行数=174312, x=407809616220, y=-739813511527, 中心：x=407785029540,-739791871940, 当前找到=68
符合要求的点：行数=174313, x=407779335586, y=-739782053232, 中心：x=407785029540,-739791871940, 当前找到=69
符合要求的点：行数=174326, x=407808054631, y=-739764726162, 中心：x=407785029540,-739791871940, 当前找到=70
符合要求的点：行数=174337, x=407779335586, y=-739782053232, 中心：x=407785029540,-739791871940, 当前找到=71
符合要求的点：行数=174340, x=407779335586, y=-739782053232, 中心：x=407785029540,-739791871940, 当前找到=72
符合要求的点：行数=174341, x=407799727454, y=-739771029353, 中心：x=407785029540,-739791871940, 当前找到=73
符合要求的点：行数=174345, x=407808054631, y=-739764726162, 中心：x=407785029540,-739791871940, 当前找到=74
符合要求的点：行数=174358, x=407803502833, y=-739767949667, 中心：x=407785029540,-739791871940, 当前找到=75
符合要求的点：行数=174368, x=407779335586, y=-739782053232, 中心：x=407785029540,-739791871940, 当前找到=76
符合要求的点：行数=174377, x=407789205667, y=-739783317833, 中心：x=407785029540,-739791871940, 当前找到=77
符合要求的点：行数=174405, x=407808826413, y=-739815795422, 中心：x=407785029540,-739791871940, 当前找到=78
符合要求的点：行数=174424, x=407789205667, y=-739783317833, 中心：x=407785029540,-739791871940, 当前找到=79
符合要求的点：行数=174435, x=407808054631, y=-739764726162, 中心：x=407785029540,-739791871940, 当前找到=80
符合要求的点：行数=174437, x=407787462833, y=-739774285667, 中心：x=407785029540,-739791871940, 当前找到=81
符合要求的点：行数=174464, x=407788849160, y=-739776866090, 中心：x=407785029540,-739791871940, 当前找到=82
符合要求的点：行数=174468, x=407788849160, y=-739776866090, 中心：x=407785029540,-739791871940, 当前找到=83
符合要求的点：行数=174475, x=407799727454, y=-739771029353, 中心：x=407785029540,-739791871940, 当前找到=84
符合要求的点：行数=174500, x=407794357018, y=-739772464081, 中心：x=407785029540,-739791871940, 当前找到=85
符合要求的点：行数=174518, x=407766113670, y=-739788869830, 中心：x=407785029540,-739791871940, 当前找到=86
符合要求的点：行数=174519, x=407789205667, y=-739783317833, 中心：x=407785029540,-739791871940, 当前找到=87
符合要求的点：行数=174520, x=407761168574, y=-739798507640, 中心：x=407785029540,-739791871940, 当前找到=88
符合要求的点：行数=174524, x=407779335586, y=-739782053232, 中心：x=407785029540,-739791871940, 当前找到=89
符合要求的点：行数=174525, x=407807359198, y=-739766040504, 中心：x=407785029540,-739791871940, 当前找到=90
符合要求的点：行数=174535, x=407787462833, y=-739774285667, 中心：x=407785029540,-739791871940, 当前找到=91
符合要求的点：行数=174555, x=407789044144, y=-739812308550, 中心：x=407785029540,-739791871940, 当前找到=92
